name,2000,2001,2002,2003,2004,2005,2006,2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,coords.x1,coords.x2
7,0.816050828,0.771176875,0.727979064,0.750361204,0.759263873,0.759567142,0.790274739,0.748157799,0.788256526,0.733562231,0.732513428,0.770797253,0.723732471,0.596361935,0.739763796,0.726849556,0.672418714,256707.7189,3842806.944
9,0.608453989,0.591651797,0.606132388,0.61337769,0.572352171,0.631401658,0.61105895,0.633554459,0.636570573,0.59644419,0.566497803,0.602513433,0.551672339,0.526999295,0.559601426,0.547299802,0.516127229,256985.2332,3842935.051
10,0.626292229,0.595113516,0.614674211,0.619934082,0.630868137,0.610685945,0.633319497,0.711303353,0.692958236,0.612536669,0.578993201,0.645147383,0.571207881,0.469068289,0.563083112,0.509940863,0.4680444,258301.7658,3843703.01
16,0.595512271,0.580924213,0.567715704,0.574972868,0.579638243,0.580036581,0.612445712,0.634355783,0.632192492,0.561834216,0.58152771,0.639286757,0.579276443,0.561838627,0.597011566,0.609137475,0.547234893,255805.4385,3842180.29
20,0.522063911,0.48261863,0.481790841,0.47595942,0.497490764,0.479353786,0.499325335,0.561751306,0.528078318,0.465783656,0.478298962,0.512354195,0.470944881,0.461212337,0.476154387,0.45826,0.459681749,255123.6281,3842918.851
24,0.579648614,0.561639369,0.564268827,0.556170762,0.566477239,0.57299161,0.570121288,0.519965053,0.5394274,0.492023945,0.434101045,0.53082794,0.496731102,0.43159163,0.497838736,0.459079385,0.432866156,256529.8789,3841905.797
50,0.574525654,0.561817706,0.565054297,0.558240891,0.565689981,0.557807922,0.570474625,0.572581172,0.577121019,0.514736891,0.514021456,0.555928588,0.509499073,0.519239664,0.51761353,0.536070943,0.495420218,256508.0333,3842050.687
51,0.59130609,0.56986481,0.577924609,0.559790969,0.558397949,0.544922829,0.579843223,0.543004513,0.559868932,0.523382723,0.544199824,0.540835381,0.513966441,0.524225116,0.524923503,0.558620811,0.505437136,256327.1626,3842249.737
52,0.663615346,0.645285428,0.624831975,0.661555052,0.664523602,0.612357855,0.65580368,0.628931761,0.638206124,0.589546919,0.545269787,0.585544407,0.522447169,0.447794795,0.518372059,0.504865944,0.479048848,257061.4392,3842661.067
53,0.53025794,0.530897498,0.558843732,0.530720353,0.556371331,0.55558002,0.547648668,0.571961582,0.552155912,0.471300602,0.477260828,0.524266243,0.486070633,0.506932318,0.491664171,0.427758932,0.397377551,258091.3418,3842427.49
54,0.614710808,0.625351071,0.621172369,0.61945188,0.634523153,0.603640199,0.637011826,0.561764956,0.553727865,0.492480218,0.485381663,0.497173846,0.456746101,0.451249957,0.514704943,0.431282163,0.388849854,257799.7223,3842495.096
55,0.551829219,0.555738926,0.5737198,0.548903763,0.551977634,0.56819135,0.551911891,0.639599562,0.595090389,0.5459463,0.523574889,0.551778674,0.526390016,0.51523149,0.510394812,0.493657947,0.464239478,258111.3423,3842525.763
56,0.686053693,0.681788802,0.66809088,0.695957899,0.667046785,0.685576081,0.668302655,0.645038188,0.653024793,0.601233482,0.565934479,0.612296939,0.546708047,0.452990532,0.515146136,0.493737936,0.462026,257076.1393,3842836.075
57,0.660656035,0.62757957,0.61319834,0.603439271,0.629819036,0.601602972,0.606518626,0.633202076,0.64742142,0.554239869,0.575779319,0.641383767,0.579375803,0.538765073,0.589409947,0.582174838,0.52801007,256234.0994,3842509.743
58,0.704295218,0.678827405,0.685474157,0.695776522,0.688034415,0.67999655,0.703192949,0.732552052,0.709513783,0.646850765,0.59576261,0.628194451,0.571395397,0.453441739,0.531872869,0.440370917,0.441753089,257841.0197,3842636.103
59,0.755108356,0.71862793,0.712765932,0.728356421,0.724507332,0.734641314,0.728962064,0.754291058,0.793888569,0.762876451,0.724492729,0.732908964,0.695604801,0.574653387,0.691171467,0.653620481,0.642986953,257758.2278,3842660.481
60,0.711785674,0.690740824,0.696558714,0.703698516,0.714917779,0.719980955,0.704124689,0.705752492,0.722445488,0.644651949,0.59375006,0.657060087,0.616603851,0.541109443,0.637794256,0.609881163,0.584942818,256443.3402,3842863.884
61,0.663327932,0.614476025,0.641328514,0.620158792,0.630497813,0.629151225,0.648938894,0.69995749,0.700373471,0.619866908,0.626531184,0.631136298,0.590372205,0.562382519,0.587582946,0.558917761,0.52708143,258191.7938,3843809.135
alomar random,0.555107117,0.552788854,0.574566305,0.537388682,0.576208115,0.550175309,0.551118731,0.503360033,0.526612163,0.46239078,0.449010611,0.508349836,0.473612487,0.481094837,0.507812202,0.474164128,0.475605011,259695.8247,3842803.114
random 1 & 2,0.69303149,0.653783023,0.637959838,0.639735222,0.666633844,0.656306386,0.663469195,0.605620325,0.638455093,0.569933534,0.540710092,0.610154867,0.584283471,0.517842293,0.589679122,0.615093827,0.578825414,254586.6231,3842822.24
P42,0.548544049,0.532122731,0.545761466,0.519025326,0.540226161,0.503569782,0.54572475,0.531096935,0.53832382,0.463494182,0.479072213,0.531493306,0.483222246,0.440631866,0.489216089,0.495144904,0.46581769,259354.4625,3843258.054
P108,0.502177536,0.473640084,0.509243488,0.470394671,0.500562131,0.485513866,0.482260585,0.492937386,0.489133239,0.482727766,0.411040723,0.469455123,0.48792094,0.478901267,0.49636066,0.469000578,0.459646225,259409.6836,3843055.687
P109,0.394922733,0.413025498,0.485619664,0.349317074,0.427087545,0.364731371,0.380834043,0.358447075,0.343459487,0.309832752,0.243934274,0.370289207,0.379471064,0.423648953,0.400091469,0.342499375,0.37642473,257606.9174,3841753.074
P110,0.67174387,0.671168029,0.636574566,0.652175903,0.641418815,0.660552561,0.657521129,0.699300051,0.688056231,0.656997979,0.673865378,0.68200016,0.652120113,0.634072423,0.650475085,0.682872832,0.621617198,256464.2129,3842266.096
P112,0.672678649,0.645773053,0.64088285,0.63012886,0.65068984,0.644946694,0.63838315,0.616820872,0.647864819,0.597450256,0.589776039,0.634661913,0.590324521,0.543747365,0.607140303,0.647470772,0.600634158,256145.4095,3842137.984
P113,0.63095212,0.613513112,0.59673959,0.606340885,0.589024663,0.606343627,0.599173129,0.580731809,0.610703588,0.560672581,0.550377846,0.601073623,0.572520137,0.489708304,0.565507174,0.577805877,0.500134826,255884.0214,3842239.264
